,model_name,use_mcp,add_pseudocode,n_disks,ith_try,has_structured_response,valid_solution,total_moves,run_start,run_end
0,gpt-4.1-mini,False,False,2,9,True,True,3,2025-06-21 06:23:24.256244,2025-06-21 06:23:31.777870
0,gpt-4.1-mini,False,True,2,9,True,True,3,2025-06-21 06:23:31.782816,2025-06-21 06:23:36.922169
0,gpt-4.1-mini,True,False,2,9,True,True,3,2025-06-21 06:23:36.926872,2025-06-21 06:23:41.340572
0,gpt-4.1-mini,False,False,6,0,True,False,63,2025-06-21 12:50:06.583235,2025-06-21 12:50:36.698956
0,gpt-4.1-mini,False,True,6,0,True,True,63,2025-06-21 12:50:58.486361,2025-06-21 12:51:39.648332
0,gpt-4.1-mini,True,False,6,0,True,True,63,2025-06-21 12:51:39.658113,2025-06-21 12:52:01.058377
0,gpt-4.1-mini,False,False,6,1,True,False,63,2025-06-21 12:52:01.063262,2025-06-21 12:52:17.525547
0,gpt-4.1-mini,False,True,6,1,True,False,63,2025-06-21 12:52:17.536502,2025-06-21 12:52:37.424918
0,gpt-4.1-mini,True,False,6,1,True,True,63,2025-06-21 12:52:37.428977,2025-06-21 12:52:57.787018
0,gpt-4.1-mini,False,False,6,2,True,False,63,2025-06-21 12:52:57.793212,2025-06-21 12:53:56.276942
0,gpt-4.1-mini,False,True,6,2,True,False,63,2025-06-21 12:53:56.285536,2025-06-21 12:54:16.514010
0,gpt-4.1-mini,True,False,6,2,True,True,63,2025-06-21 12:54:16.519885,2025-06-21 12:54:41.050945
0,gpt-4.1-mini,False,False,6,3,True,False,63,2025-06-21 12:54:41.055646,2025-06-21 12:55:00.730263
0,gpt-4.1-mini,False,True,6,3,True,False,63,2025-06-21 12:55:00.736213,2025-06-21 12:55:41.024715
0,gpt-4.1-mini,True,False,6,3,True,True,63,2025-06-21 12:55:41.030902,2025-06-21 12:56:07.369686
0,gpt-4.1-mini,False,False,6,4,True,False,63,2025-06-21 12:56:07.375806,2025-06-21 12:56:43.043897
0,gpt-4.1-mini,False,True,6,4,True,False,63,2025-06-21 12:56:43.052982,2025-06-21 12:57:02.997841
0,gpt-4.1-mini,True,False,6,4,True,True,63,2025-06-21 12:57:03.003462,2025-06-21 12:57:20.716696
0,gpt-4.1-mini,False,False,6,5,True,False,63,2025-06-21 12:57:20.724052,2025-06-21 12:57:57.063473
0,gpt-4.1-mini,False,True,6,5,True,False,63,2025-06-21 12:57:57.072939,2025-06-21 12:58:18.254877
0,gpt-4.1-mini,True,False,6,5,True,True,63,2025-06-21 12:58:18.260395,2025-06-21 12:58:40.999987
0,gpt-4.1-mini,False,False,6,6,True,False,63,2025-06-21 12:58:41.005443,2025-06-21 12:59:13.141618
0,gpt-4.1-mini,False,True,6,6,True,True,63,2025-06-21 12:59:13.147644,2025-06-21 12:59:38.062465
0,gpt-4.1-mini,True,False,6,6,True,True,63,2025-06-21 12:59:38.069859,2025-06-21 12:59:59.818749
0,gpt-4.1-mini,False,False,6,7,True,True,63,2025-06-21 12:59:59.825255,2025-06-21 13:01:05.756952
0,gpt-4.1-mini,False,True,6,7,True,False,63,2025-06-21 13:01:05.762632,2025-06-21 13:01:46.037102
0,gpt-4.1-mini,True,False,6,7,True,False,63,2025-06-21 13:01:46.044344,2025-06-21 13:02:07.054938
0,gpt-4.1-mini,False,False,6,8,True,False,63,2025-06-21 13:02:07.061546,2025-06-21 13:02:24.336950
0,gpt-4.1-mini,False,True,6,8,True,False,63,2025-06-21 13:02:24.342307,2025-06-21 13:02:52.003087
0,gpt-4.1-mini,True,False,6,8,True,True,63,2025-06-21 13:02:52.010143,2025-06-21 13:03:18.249149
0,gpt-4.1-mini,False,False,6,9,True,False,63,2025-06-21 13:03:18.253952,2025-06-21 13:03:52.697495
0,gpt-4.1-mini,False,True,6,9,True,False,63,2025-06-21 13:03:52.702799,2025-06-21 13:04:28.493576
0,gpt-4.1-mini,True,False,6,9,True,True,63,2025-06-21 13:04:28.499524,2025-06-21 13:04:51.526912
0,gpt-4.1-mini,False,False,4,0,True,True,15,2025-06-21 14:37:46.865523,2025-06-21 14:37:59.885946
0,gpt-4.1-mini,False,False,4,1,True,False,15,2025-06-21 14:37:59.896433,2025-06-21 14:38:18.467719
0,gpt-4.1-mini,False,False,4,2,True,False,15,2025-06-21 14:38:18.473545,2025-06-21 14:38:30.180917
0,gpt-4.1-mini,False,False,4,3,True,False,15,2025-06-21 14:38:30.185532,2025-06-21 14:38:42.488763
0,gpt-4.1-mini,False,False,4,4,True,False,15,2025-06-21 14:38:42.493895,2025-06-21 14:38:55.086835
0,gpt-4.1-mini,False,False,4,5,True,True,15,2025-06-21 14:38:55.091586,2025-06-21 14:39:11.555288
0,gpt-4.1-mini,False,False,4,6,True,False,15,2025-06-21 14:39:11.559951,2025-06-21 14:39:20.863491
0,gpt-4.1-mini,False,False,4,7,True,True,15,2025-06-21 14:39:20.870,2025-06-21 14:39:38.498889
0,gpt-4.1-mini,False,False,4,8,True,False,15,2025-06-21 14:39:38.503056,2025-06-21 14:39:50.061195
0,gpt-4.1-mini,False,False,4,9,True,False,15,2025-06-21 14:39:50.065989,2025-06-21 14:40:06.542152
0,gpt-4.1-mini,False,False,4,10,True,True,15,2025-06-21 14:40:06.546182,2025-06-21 14:40:27.941998
0,gpt-4.1-mini,False,False,4,11,True,False,15,2025-06-21 14:40:27.947277,2025-06-21 14:40:46.088239
0,gpt-4.1-mini,False,False,4,12,True,False,15,2025-06-21 14:40:46.093381,2025-06-21 14:40:57.754781
0,gpt-4.1-mini,False,False,4,13,True,False,15,2025-06-21 14:40:57.759030,2025-06-21 14:41:10.458024
0,gpt-4.1-mini,False,False,4,14,True,True,15,2025-06-21 14:41:10.462965,2025-06-21 14:41:29.398260
